Diện tích,Mức giá,Mặt tiền,Pháp lý,Khu vực,Loại bất động sản,Đường vào,Hướng ban công,Số phòng ngủ,Số toilet,Nội thất,Số tầng,Hướng nhà
91 m²,51 triệu/m²,,Sổ đỏ/ Sổ hồng,Long Biên,Căn hộ chung cư,,,3 phòng,2 phòng,"Sàn gỗ, trần thạch cao, thiết bị vệ sinh, khóa cửa 4 chức năng, thiết bị chiếu sáng.",,
47 m²,"7,2 tỷ",,,Ba Đình,Nhà riêng,,,6 phòng,,Full nội thất tiền tỷ.,5 tầng,
45 m²,Thỏa thuận,4 m,Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,4 m,,5 phòng,5 phòng,Đầy đủ.,6 tầng,
81 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà riêng,,,15 phòng,,Đầy đủ,7 tầng,
83 m²,"5,35 tỷ",21 m,,Tây Hồ,Bán đất,,,,,,,
40 m²,"5,55 tỷ",,Sổ đỏ/ Sổ hồng,Thanh Trì,Nhà riêng,,,4 phòng,4 phòng,,4 tầng,
72 m²,"2,32 tỷ",,Sổ đỏ/ Sổ hồng,Thanh Xuân,Căn hộ chung cư,,,2 phòng,1 phòng,Đầy đủ,,
110 m²,"21,5 tỷ",5 m,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,5 m,,5 phòng,,Cơ bản,5 tầng,
98 m²,6 tỷ,,Sổ đỏ/ Sổ hồng,Hà Đông,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Đầy đủ,,Tây - Bắc
232 m²,42 tỷ,,Sổ đỏ,Hoàng Mai,"Nhà biệt thự, liền kề",,,5 phòng,4 phòng,,4 tầng,
"58,5 m²",92 triệu/m²,6 m,Sổ đỏ/ Sổ hồng,Thanh Oai,Bán đất,10 m,,,,,,
37 m²,"6,9 tỷ",,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Nhà riêng,3 m,,6 phòng,4 phòng,Đầy đủ,5 tầng,
67 m²,"3,5 tỷ","4,12 m",Sổ đỏ/ Sổ hồng,Hoài Đức,Bán đất,2 m,,,,,,
258 m²,Thỏa thuận,10 m,,Thạch Thất,"Nhà biệt thự, liền kề",,,5 phòng,,,4 tầng,
42 m²,"8,8 tỷ","3,3 m",Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,5 m,,5 phòng,4 phòng,Đầy đủ,4 tầng,Nam
35 m²,"5,1 tỷ","3,5 m",Sổ đỏ/ Sổ hồng,Hà Đông,Nhà riêng,4 m,,3 phòng,3 phòng,Đầy đủ,5 tầng,
142 m²,"8,6 tỷ","7,1 m",Sổ đỏ/ Sổ hồng.,Hoàng Mai,Nhà riêng,10 m,,1 phòng,1 phòng,,1 tầng,
103 m²,55 triệu/m²,8 m,Sổ đỏ/ Sổ hồng,Đông Anh,Bán đất,6 m,,,,,,
91 m²,Thỏa thuận,"6,5 m",Sổ đỏ/ Sổ hồng,Hà Đông,"Shophouse, nhà phố thương mại",40 m,Đông - Nam,,,,6 tầng,Đông - Nam
86 m²,26 tỷ,"3,1 m",Sổ đỏ/ Sổ hồng,Hoàn Kiếm,Nhà mặt phố,17 m,,,,Đầy đủ,,Đông - Nam
,,,,,,,,,,,,
42 m²,8 tỷ,"4,45 m",Sổ đỏ/ Sổ hồng,Đông Anh,Bán đất,12 m,,,,,,Bắc
77 m²,"21,7 tỷ","6,1 m",Sổ đỏ/ Sổ hồng,Cầu Giấy,Bán đất,15 m,,,,,,
"55,9 m²",Thỏa thuận,,Đang đợi Chủ đầu tư hướng dẫn làm sổ hồng,Đống Đa,Căn hộ chung cư,,Tây - Bắc,2 phòng,1 phòng,Nội thất phù hợp sử dụng làm văn phòng,,Đông - Nam
97 m²,"5,1 tỷ",,Sổ đỏ,Long Biên,Căn hộ chung cư,,,3 phòng,2 phòng,"Trần thạch cao, sàn gỗ công nghiệp, thiết bị chiếu sáng, nhà vệ sinh full đầy đủ thiết bị có bình nóng lạnh, đầu chờ điện nước, điều hòa...",,
500 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Ba Đình,Căn hộ chung cư,,,4 phòng,4 phòng,Đầy đủ,,
560 m²,Thỏa thuận,13 m,,Thạch Thất,"Nhà biệt thự, liền kề",15 m,,6 phòng,5 phòng,,3 tầng,
46 m²,"14,2 tỷ",,Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,8 m,Đông - Bắc,5 phòng,5 phòng,Đầy đủ,7 tầng,Đông - Bắc
31 m²,"5,45 tỷ",6 m,Sổ đỏ/ Sổ hồng.,Long Biên,Nhà riêng,"2,5 m",,3 phòng,3 phòng,Cơ bản,6 tầng,
70 m²,"26,6 tỷ",5 m,Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà mặt phố,4 m,,5 phòng,4 phòng,Đầy đủ,6 tầng,
52 m²,15 tỷ,4 m,Sổ đỏ/ Sổ hồng,Long Biên,Nhà mặt phố,5 m,,4 phòng,5 phòng,Đầy đủ full nội thất.,7 tầng,
78 m²,"13,5 tỷ","6,5 m",Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Nhà riêng,6 m,,4 phòng,3 phòng,Không nội thất,5 tầng,
65 m²,"16,7 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,,,4 phòng,4 phòng,Đầy đủ,5 tầng,
230 m²,65 tỷ,"11,5 m",,Gia Lâm,"Nhà biệt thự, liền kề",,,,,Hoàn thiện full nội thất.,,
34 m²,"7,4 tỷ","3,8 m",Sổ đỏ,Hà Đông,Nhà riêng,"4,5 m",,3 phòng,,,5 tầng,
120 m²,6 tỷ,,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,Đông - Bắc,3 phòng,2 phòng,Cơ bản,,Tây - Nam
45 m²,"6,95 tỷ",,Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,,,3 phòng,3 phòng,Đầy đủ,4 tầng,
100 m²,"7,5 tỷ",,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,,3 phòng,2 phòng,,,
408 m²,Thỏa thuận,"14,68 m",Sổ đỏ/ Sổ hồng,Đông Anh,Bán đất,5 m,,,,,,
"98,5 m²","6,3 tỷ",,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Căn hộ chung cư,,,3 phòng,2 phòng,Đầy đủ,,
31 m²,"3,7 tỷ",,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà riêng,,,3 phòng,3 phòng,Cơ bản,5 tầng,Tây - Nam
74 m²,"3,9 tỷ",,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,,2 phòng,2 phòng,- Nhà full nội thất siêu đẹp xách vali đến là ở ngay.,,
41 m²,"10,99 tỷ",,Sổ đỏ/ Sổ hồng,Hoàng Mai,Nhà riêng,,,4 phòng,,Đầy đủ.,6 tầng,
182 m²,9 tỷ,,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,,4 phòng,3 phòng,Đầy đủ,,
268 m²,73 tỷ,5 m,Sổ đỏ/ Sổ hồng,Cầu Giấy,"Nhà biệt thự, liền kề",,,,,,4 tầng,
136 m²,"7,3 tỷ",,,Hoài Đức,Căn hộ chung cư,,,4 phòng,3 phòng,,,
65 m²,"17,2 tỷ",7 m,Sổ đỏ/ Sổ hồng.,Hoàng Mai,"Nhà biệt thự, liền kề",13 m,,5 phòng,5 phòng,,5 tầng,
35 m²,"5,2 tỷ",,Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,,,3 phòng,4 phòng,Đầy đủ,5 tầng,Nam
"54,8 m²","2,95 tỷ",,Sổ đỏ / Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,,2 phòng,1 phòng,,,
125 m²,"26,5 tỷ",5 m,,Hà Đông,"Nhà biệt thự, liền kề",15 m,Tây - Nam,,,,,Tây - Nam
99 m²,20 tỷ,62 m,Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà riêng,,,3 phòng,4 phòng,"Toàn bộ cầu thang + cửa gỗ lim Lào, ổ khóa bếp Hafele Đức, kính dán 2 lớp, nội thất xịn sò, cao cấp...",5 tầng,
330 m²,330 triệu/m²,12 m,Sổ đỏ/ Sổ hồng,Tây Hồ,"Nhà biệt thự, liền kề",,,,,Đầy đủ,4 tầng,
200 m²,Thỏa thuận,8 m,Hợp đồng mua bán,Đan Phượng,"Nhà biệt thự, liền kề",12 m,Tây - Bắc,,,,,Tây - Nam
102 m²,"18,8 tỷ",,Sổ đỏ/ Sổ hồng,Thanh Trì,"Nhà biệt thự, liền kề",15 m,,5 phòng,5 phòng,Đầy đủ,5 tầng,
87 m²,"2,45 tỷ",,Sổ đỏ/ Sổ hồng,Thạch Thất,Bán đất,,,,,,,
90 m²,Thỏa thuận,,,Hoài Đức,"Nhà biệt thự, liền kề",,,,,,,
38 m²,"4,6 tỷ","3,5 m",Sổ đỏ/ Sổ hồng.,Hoàng Mai,Nhà riêng,5 m,,3 phòng,3 phòng,Đầy đủ.,4 tầng,
4.000 m²,"6,5 tỷ",,,Ba Vì,Bán đất,,,,,,,
60 m²,12 tỷ,4 m,"* Sổ đỏ chính chủ, giao dịch ngay!,",Nam Từ Liêm,Nhà riêng,"2,3 m",Tây - Nam,10 phòng,10 phòng,Đầy đủ,7 tầng,Tây - Nam
210 m²,88 tỷ,15 m,Sổ đỏ/ Sổ hồng,Cầu Giấy,"Nhà biệt thự, liền kề",,,6 phòng,,Đầy đủ,5 tầng,
190 m²,Thỏa thuận,,,Nam Từ Liêm,"Nhà biệt thự, liền kề",,,,,,,
40 m²,"7,5 tỷ",,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Nhà riêng,,,,,Cơ bản,5 tầng,
96 m²,"25,5 tỷ",,Sổ đỏ,Đống Đa,Nhà riêng,,,6 phòng,,,8 tầng,
80 m²,"3,35 tỷ",,Sổ đỏ/ Sổ hồng,Gia Lâm,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Đầy đủ,,Đông - Nam
"41,6 m²","1,28 tỷ",,Sổ đỏ/ Sổ hồng,Thường Tín,Bán đất,,,,,,,
260 m²,Thỏa thuận,,,Thạch Thất,"Nhà biệt thự, liền kề",,,5 phòng,5 phòng,,4 tầng,
100 m²,38 triệu/m²,5 m,Sổ đỏ/ Sổ hồng,Thường Tín,Bán đất,4 m,,,,,,
48 m²,"9,2 tỷ",6 m,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,"2,5 m",Tây - Nam,5 phòng,4 phòng,Đầy đủ,5 tầng,Tây - Nam
80 m²,17 tỷ,,,Đông Anh,"Nhà biệt thự, liền kề",,,,,,5 tầng,
,,,,,,,,,,,,
120 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,Tây - Nam,2 phòng,2 phòng,Cơ bản,,Đông - Bắc
34 m²,"5,7 tỷ",,Sổ đỏ/ Sổ hồng.,Hoàng Mai,Nhà riêng,,,5 phòng,,,5 tầng,
32 m²,"6,5 tỷ","3,7 m",Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,3 m,,3 phòng,3 phòng,Đầy đủ,5 tầng,
31 m²,"3,15 tỷ","3,5 m",Sổ đỏ/ Sổ hồng.,Long Biên,Bán đất,2 m,,,,,,Tây
88 m²,"6,9 tỷ",,Sổ đỏ,Tây Hồ,Căn hộ chung cư,,,2 phòng,2 phòng,,,
50 m²,"13,8 tỷ",4 m,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,6 m,,6 phòng,4 phòng,Đầy đủ,5 tầng,
52 m²,"14,5 tỷ","5,2 m",Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,,,,,,7 tầng,
50 m²,Thỏa thuận,4 m,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà mặt phố,15 m,,5 phòng,6 phòng,Đầy đủ,6 tầng,
89 m²,"34,5 tỷ",,Sổ đỏ/ Sổ hồng,Thanh Xuân,"Nhà biệt thự, liền kề",,,,,Đầy đủ,,Đông - Nam
75 m²,"2,65 tỷ",,Sổ đỏ/ Sổ hồng,Thanh Xuân,Căn hộ chung cư,,,3 phòng,1 phòng,Đầy đủ,,
121 m²,"37,5 tỷ","6,5 m",Sổ đỏ/sổ hồng.,Thanh Xuân,Nhà mặt phố,,,,,,,
64 m²,"3,1 tỷ",,Sổ đỏ,Gia Lâm,Căn hộ chung cư,,Tây - Bắc,2 phòng,2 phòng,Full đồ nội thất mới.,,Đông - Nam
62 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Hà Đông,Căn hộ chung cư,,Đông - Bắc,2 phòng,2 phòng,Đầy đủ,,Tây - Nam
60 m²,20 tỷ,15 m,Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,,,4 phòng,,Đầy đủ,,
180 m²,22 tỷ,,Sổ đỏ/ Sổ hồng,Hoài Đức,"Nhà biệt thự, liền kề",,,,,,,
60 m²,"24,2 tỷ","4,5 m",Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà mặt phố,,,,,,3 tầng,
89 m²,"6,85 tỷ",,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,,2 phòng,2 phòng,Cơ bản,,
100 m²,"27,5 tỷ",9 m,Hợp đồng mua bán,Hoài Đức,"Nhà biệt thự, liền kề",41 m,,,,,,Đông - Bắc
270 m²,180 tỷ,"11,3 m",Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà mặt phố,20 m,,,,"Trang thiết bị nội thất cao cấp, điều hoà trung tâm, máy phát điện đầy đủ.",10 tầng,
150 m²,39 tỷ,,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà mặt phố,,,5 phòng,,,3 tầng,
32 m²,"6,7 tỷ",,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà riêng,,,2 phòng,3 phòng,Đầy đủ,4 tầng,
105 m²,13 triệu/m²,"6,4 m",,Đan Phượng,Bán đất,,,,,,,
50 m²,"12,8 tỷ",5 m,Sổ đỏ/ Sổ hồng.,Long Biên,Nhà riêng,"3,5 m",Đông - Bắc,4 phòng,4 phòng,,6 tầng,Đông - Bắc
128 m²,"16,99 tỷ","6,2 m",Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Nhà riêng,3 m,,23 phòng,23 phòng,Đầy đủ,7 tầng,
107 m²,"43,5 tỷ",,Sổ đỏ/sổ hồng.,Thanh Xuân,Nhà mặt phố,,,,,,8 tầng,
120 m²,"5,99 tỷ",,Sổ đỏ/ Sổ hồng,Long Biên,Căn hộ chung cư,,Bắc,3 phòng,2 phòng,Đầy đủ.,,Tây - Bắc
100 m²,"26,5 triệu/m²","4,7 m",Sổ đỏ/ Sổ hồng,Mê Linh,Bán đất,4 m,,,,,,
"89,9 m²",Thỏa thuận,,Sổ đỏ/ Sổ hồng,Đông Anh,Bán đất,,,,,,,
45 m²,"1,77 tỷ","4,6 m",Sổ đỏ/ Sổ hồng,Thường Tín,Bán đất,"3,5 m",,,,,,
100 m²,15 tỷ,"5,2 m",Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Bán đất,,,,,,,
45 m²,"7,5 tỷ",,Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà riêng,,,3 phòng,3 phòng,Đầy đủ,4 tầng,
200 m²,56 tỷ,10 m,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,"Nhà biệt thự, liền kề",8 m,,,,,5 tầng,Tây - Nam
90 m²,"6,3 tỷ",,Sổ đỏ/ Sổ hồng,Thanh Xuân,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Full nội thất.,,Tây - Bắc
"27,2 m²","7,58 tỷ",3 m,Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,,,3 phòng,4 phòng,Đầy đủ,5 tầng,Nam
37 m²,"5,75 tỷ",,Sổ đỏ/ Sổ hồng,Long Biên,Nhà riêng,,,4 phòng,4 phòng,Cơ bản.,5 tầng,
100 m²,Thỏa thuận,10 m,Sổ đỏ/ Sổ hồng,Thạch Thất,Bán đất,7 m,,,,,,
"64,9 m²","3,1 tỷ",,Sổ đỏ/ Sổ hồng,Gia Lâm,Căn hộ chung cư,,Đông - Nam,2 phòng,2 phòng,Đầy đủ,,Tây - Nam
55 m²,"11,8 tỷ","4,1 m",Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,6 m,,4 phòng,5 phòng,Đầy đủ,5 tầng,
47 m²,"7,6 tỷ",,Bìa đỏ,Hà Đông,Nhà mặt phố,,,,,,,
20 m²,"3,2 tỷ",5 m,Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,,,2 phòng,2 phòng,Đầy đủ,3 tầng,
151 m²,22 tỷ,"7,2 m",Sổ đỏ/ Sổ hồng,Long Biên,"Nhà biệt thự, liền kề",12 m,Đông - Bắc,5 phòng,6 phòng,"Đầy đủ nội thất đẹp,",5 tầng,Đông - Bắc
"81,3 m²",Thỏa thuận,,,Thường Tín,"Nhà biệt thự, liền kề",,,,,,5 tầng,
42 m²,"6,5 tỷ",,Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,,,6 phòng,,Đầy đủ,5 tầng,
2.589 m²,"15,5 tỷ",,,Quốc Oai,Bán đất,,,,,,,
101 m²,10 tỷ,,Sổ đỏ/ Sổ hồng,Tây Hồ,Căn hộ chung cư,,Đông,2 phòng,2 phòng,Đầy đủ,,Đông
180 m²,29 tỷ,9 m,Sổ đỏ/ Sổ hồng,Hà Đông,"Nhà biệt thự, liền kề",30 m,,5 phòng,3 phòng,Đầy đủ,4 tầng,
220 m²,170 tỷ,9 m,Sổ đỏ/ Sổ hồng,Tây Hồ,Nhà mặt phố,12 m,,20 phòng,12 phòng,Cơ bản,8 tầng,
35 m²,4 tỷ,,Sổ đỏ,Hoàng Mai,Nhà riêng,,,4 phòng,3 phòng,,4 tầng,
34 m²,"1,62 tỷ",,Sổ đỏ/ Sổ hồng,Hà Đông,Bán đất,,,,,,,
100 m²,23 tỷ,"5,5 m",Sổ đỏ/ Sổ hồng.,Long Biên,Bán đất,23 m,,,,,,
80 m²,18 tỷ,,Sổ đỏ chính chủ,Ba Đình,Nhà riêng,,,4 phòng,,,4 tầng,
80 m²,"15,6 tỷ",5 m,Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,7 m,,5 phòng,6 phòng,Đầy đủ,5 tầng,
77 m²,22 tỷ,,Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,,,20 phòng,20 phòng,Đầy đủ,9 tầng,
44 m²,Thỏa thuận,,,Cầu Giấy,Nhà riêng,,,,,,,
90 m²,10 tỷ,,Sổ đỏ/ Sổ hồng,Thường Tín,"Nhà biệt thự, liền kề",,,,,,5 tầng,
136 m²,"8,8 tỷ",,"Sổ đỏ cất két, sẵn sàng giao dịch.",Nam Từ Liêm,Căn hộ chung cư,,,4 phòng,3 phòng,"Đầy đủ nội thất. Nội thất nhập khẩu đầy đủ, chủ mới về ở ngay. Sổ đỏ cất két, sẵn sàng giao dịch.",,
70 m²,25 tỷ,"6,1 m",Sổ đỏ/ Sổ hồng.,Long Biên,Nhà riêng,15 m,,6 phòng,6 phòng,Cao cấp.,6 tầng,
37 m²,11 tỷ,4 m,Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,"3,5 m",,5 phòng,6 phòng,Đầy đủ,7 tầng,
87 m²,"18,5 tỷ",6 m,Sổ đỏ/ Sổ hồng,Gia Lâm,"Nhà biệt thự, liền kề",11 m,Đông - Nam,4 phòng,6 phòng,Đầy đủ,5 tầng,Đông - Nam
100 m²,Thỏa thuận,4 m,,Mê Linh,Bán đất,,,,,,,
3.100 m²,"39,8 tỷ",50 m,Sổ đỏ/ Sổ hồng,Gia Lâm,"Kho, nhà xưởng",20 m,,,,,,
"79,3 m²",Thỏa thuận,5 m,Hợp đồng mua bán,Hoài Đức,"Nhà biệt thự, liền kề","8,5 m",Tây - Bắc,4 phòng,4 phòng,,4 tầng,Tây - Bắc
107 m²,"8,2 tỷ",,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,,3 phòng,2 phòng,,,
45 m²,"5,05 tỷ","3,1 m",Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Nhà riêng,3 m,,3 phòng,,Cơ bản,,
65 m²,"15,8 tỷ",13 m,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,,,15 phòng,15 phòng,Cơ bản,7 tầng,
98 m²,"3,75 tỷ",,Sổ đỏ/ Sổ hồng,Long Biên,Căn hộ chung cư,,,3 phòng,2 phòng,Nội thất cơ bản đầy đủ.,,
95 m²,"6,4 tỷ",,,Thanh Xuân,Căn hộ chung cư,,,3 phòng,2 phòng,,,
,,,,,,,,,,,,
142 m²,34 tỷ,16 m,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,"Nhà biệt thự, liền kề",20 m,,6 phòng,6 phòng,,5 tầng,Bắc
30 m²,"4,45 tỷ",,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà riêng,,,3 phòng,2 phòng,,4 tầng,
38 m²,"5,15 tỷ",,Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Nhà riêng,,,2 phòng,,,3 tầng,
120 m²,7 tỷ,,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,Đông - Nam,3 phòng,2 phòng,Đầy đủ,,Đông - Bắc
41 m²,Thỏa thuận,"3,88 m",Sổ đỏ/ Sổ hồng,Thanh Oai,Bán đất,6 m,,,,,,Tây
45 m²,"9,6 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,,,11 phòng,6 phòng,Đầy đủ,6 tầng,
103 m²,Thỏa thuận,,Sổ đỏ/ Sổ hồng,Hoàng Mai,Căn hộ chung cư,,Đông,3 phòng,2 phòng,Đầy đủ.,,Tây
36 m²,Thỏa thuận,6 m,Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,3 m,,4 phòng,5 phòng,Đầy đủ,6 tầng,
63 m²,"8,95 tỷ",4 m,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Bán đất,"3,5 m",,,,,,
55 m²,11 tỷ,,Sổ đỏ,Đống Đa,Nhà riêng,,,,,,4 tầng,
53 m²,8 tỷ,,Sổ đỏ/ Sổ hồng.,Hoàng Mai,Nhà riêng,,,,,,4 tầng,
63 m²,"16,6 tỷ",5 m,Sổ đỏ/ Sổ hồng,Đông Anh,"Nhà biệt thự, liền kề",13 m,Tây - Nam,5 phòng,5 phòng,Không nội thất,5 tầng,Tây - Nam
"46,5 m²",Thỏa thuận,6 m,,Đông Anh,Nhà riêng,,,3 phòng,,,3 tầng,
150 m²,"71,8 tỷ",,Sổ đỏ,Cầu Giấy,Nhà mặt phố,,,,,,8 tầng,
72 m²,6 tỷ,,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Căn hộ chung cư,,,2 phòng,2 phòng,Đầy đủ,,
242 m²,20 triệu/m²,,,Mê Linh,Đất nền dự án,,,,,,,
65 m²,9 tỷ,5 m,Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,,,4 phòng,,Đầy đủ,4 tầng,
94 m²,Thỏa thuận,,,Tây Hồ,Căn hộ chung cư,,,2 phòng,2 phòng,Đầy đủ,,
306 m²,Thỏa thuận,,Hợp đồng mua bán,Hoài Đức,"Nhà biệt thự, liền kề",,,,,Không nội thất,,Đông - Nam
130 m²,"28,2 tỷ",8 m,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,5 m,,29 phòng,29 phòng,Đầy đủ,8 tầng,
60 m²,22 tỷ,5 m,Sổ đỏ/ Sổ hồng,Đống Đa,Nhà riêng,,,8 phòng,10 phòng,Đầy đủ,8 tầng,
57 m²,"5,7 tỷ",,Sổ đỏ/ Sổ hồng.,Long Biên,Nhà riêng,3 m,,3 phòng,3 phòng,Đầy đủ.,3 tầng,
195 m²,32 triệu/m²,11 m,Sổ đỏ/ Sổ hồng,Quốc Oai,Bán đất,7 m,,,,,,Bắc
,,,,,,,,,,,,
32 m²,"2,55 tỷ",,Sổ đỏ/ Sổ hồng,Chương Mỹ,Nhà riêng,3 m,Đông - Bắc,3 phòng,3 phòng,Cơ bản,3 tầng,Đông - Bắc
76 m²,27 tỷ,6 m,Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,9 m,,4 phòng,9 phòng,Đầy đủ,7 tầng,
50 m²,"12,6 tỷ",4 m,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà riêng,8 m,Đông - Bắc,4 phòng,4 phòng,Đầy đủ,5 tầng,Đông - Bắc
48 m²,6 tỷ,,,Đống Đa,Căn hộ chung cư,,,1 phòng,1 phòng,,,
80 m²,20 tỷ,5 m,Sổ đỏ/ Sổ hồng,Thanh Xuân,Nhà riêng,,,4 phòng,3 phòng,Đầy đủ,4 tầng,
202 m²,410 triệu/m²,,Sổ đỏ/ Sổ hồng,Hai Bà Trưng,Nhà riêng,,,,,Cơ bản,,
134 m²,"6,85 tỷ",,,Hà Đông,Căn hộ chung cư,,Tây - Bắc,3 phòng,2 phòng,,,Đông - Nam
69 m²,Thỏa thuận,"9,2 m",Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Nhà riêng,,,14 phòng,,Cao cấp,6 tầng,
71 m²,"3,8 tỷ",,Sổ đỏ/ Sổ hồng,Hoàng Mai,Căn hộ chung cư,,,2 phòng,2 phòng,Đầy đủ.,,
52 m²,"3,09 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,,2 phòng,1 phòng,Đầy đủ,,
"70,7 m²","4,8 tỷ",,Sổ đỏ/ Sổ hồng,Cầu Giấy,Căn hộ chung cư,,Tây - Bắc,2 phòng,2 phòng,Đầy đủ,,Đông - Nam
45 m²,16 tỷ,4 m,,Ba Đình,Nhà mặt phố,,,,,Nội thất sang trọng.,,
36 m²,6 tỷ,4 m,Sổ đỏ/ Sổ hồng,Nam Từ Liêm,Nhà riêng,,,4 phòng,4 phòng,Đầy đủ,4 tầng,
70 m²,140 triệu/m²,8 m,Sổ đỏ/ Sổ hồng,Hoài Đức,Bán đất,7 m,,,,,,Đông - Bắc
102 m²,6 tỷ,,Sổ đỏ/ Sổ hồng,Bắc Từ Liêm,Căn hộ chung cư,,,3 phòng,2 phòng,Đầy đủ,,
64 m²,"7,9 tỷ","5,2 m",,Long Biên,Nhà riêng,,,6 phòng,,,5 tầng,
85 m²,"22,5 tỷ","5,5 m",Sổ đỏ/ Sổ hồng,Cầu Giấy,Nhà riêng,7 m,,5 phòng,,Đầy đủ,5 tầng,
36 m²,"5,6 tỷ","3,6 m",Sổ đỏ/ Sổ hồng,Gia Lâm,Nhà riêng,6 m,,8 phòng,8 phòng,Cơ bản.,6 tầng,
55 m²,Thỏa thuận,,- Sổ đỏ chính chủ sẵn sàng giao dịch.,Hà Đông,Nhà riêng,,Bắc,,,Cơ bản,5 tầng,Tây
58 m²,"23,5 tỷ","5,4 m",Sổ đỏ/ Sổ hồng,Ba Đình,Nhà riêng,,,,,Đầy đủ,7 tầng,
61 m²,17 tỷ,7 m,Sổ đỏ/ Sổ hồng,Hà Đông,Nhà mặt phố,10 m,,8 phòng,4 phòng,Đầy đủ,4 tầng,
66 m²,"4,8 tỷ",,Sổ đỏ/ Sổ hồng,Thanh Xuân,Căn hộ chung cư,,Tây - Bắc,2 phòng,2 phòng,,,Đông - Nam
247 m²,"25,5 tỷ","12,38 m",Sổ đỏ/ Sổ hồng,Gia Lâm,Bán đất,"13,5 m",,,,,,Đông - Nam
